업체명,모델명,연료,도심주행연비,고속도로연비
PSA Automobiles,Peugeot New 308 1.5 BlueHDi,경유,15.6,19.6
MINI,MINI John Cooper Works Clubman ALL4(MY23~),휘발유,8.6,11.6
DFSK,MASADA 2밴,전기,4.5,3.2
벤츠,Mercedes-Benz EQS350,전기,4.2,3.9
랜드로버,더 뉴 레인지로버 D350 SWB (5인승),경유,8.8,12.3
랜드로버,더 뉴 레인지로버 D350 LWB (5인승),경유,8.8,12.3
랜드로버,더 뉴 레인지로버 D350 LWB (7인승),경유,8.8,12.3
폭스바겐,Tiguan Allspace 2.0 TDI,경유,13.3,16.7
기아,니로 플러스 EV 항속형 2WD 17인치,전기,6,4.7
BMW,BMW M850i xDrive Gran Coupe,휘발유,6.6,9.6
랜드로버,더 뉴 레인지로버 P530 LWB (7인승),휘발유,5.6,9
토요타,렉서스 NX450h+,전기+휘발유,21,18.7
포르쉐,타이칸 GTS (5인승),전기,3.2,3.1
포드,Explorer 2.3L,휘발유,8.1,10.2
포르쉐,타이칸 GTS,전기,3.2,3.1
BMW,BMW iX M60,전기,3.3,3.5
BMW,BMW M850i xDrive Coupe,휘발유,6.6,9.2
기아,봉고 1톤 3방덤프 4X4장축 킹캡(MT)(22),경유,8.2,9.5
BMW,BMW 218d Active Tourer,경유,14.2,18.2
현대,포터2.5디젤 덤프4X4장축 슈퍼캡(MT)(22),경유,8.5,9.2
현대,GV70 Electrified 무선충전,전기,4.6,3.8
아우디,Q8 50 TDI quattro,경유,9.1,11.8
랜드로버,더 뉴 레인지로버 D350 LWB (7인승),경유,8.8,12.3
크라이슬러,짚 컴패스 2.4 AWD,휘발유,8.4,11.7
현대,아이오닉5 항속형 4WD 19인치 (77.4kWh),전기,5.3,4.2
현대,아이오닉5 항속형 4WD 20인치 (77.4kWh),전기,4.9,3.9
현대,G90 e-S/C 3.5T-GDI(LONG WHEEL BASE) AWD 5인 20인치,휘발유,7.1,10
현대,아이오닉5 항속형 RWD 19인치 (77.4kWh),전기,5.9,4.5
현대,아이오닉5 항속형 RWD 19인치 빌트인캠 (77.4kWh),전기,5.8,4.4
현대,아이오닉5 항속형 RWD 20인치 (77.4kWh),전기,5.4,4.2
GM,캐딜락 Escalade(8인승),휘발유,6.1,8.4
GM,캐딜락 Escalade ESV(8인승),휘발유,5.7,7.9
벤츠,Mercedes-Benz EQA250,전기,4.2,3.8
PSA Automobiles,DS7 CROSSBACK 1.2 PureTech,휘발유,10.5,13.7
기아,레이 1.0 가솔린 1인승 밴형 14인치 타이어,휘발유,12.2,14
현대,G90 e-S/C 3.5T-GDI(LONG WHEEL BASE) AWD 4인 20인치,휘발유,7.1,10
르노코리아자동차(주),Master VAN Ph2 L2H2,경유,10.7,10.3
르노코리아자동차(주),Master VAN Ph2 L1H1 ,경유,10.9,11.1
폭스바겐,Arteon 2.0TDI 4Motion,경유,12.4,16.2
아우디,A8 L 55 TFSI quattro,휘발유,7,10.6
GM,CHEVROLET TAHOE AWD,휘발유,5.7,7.6
GM,캐딜락 Escalade ESV(7인승),휘발유,5.7,7.9
GM,캐딜락 Escalade(7인승),휘발유,6.1,8.4
토요타,렉서스 NX350h,휘발유,14.3,13.6
페라리,페라리 296 GTB,전기+휘발유,10.6,13.5
기아,봉고 전기차 (22),전기,3.6,2.7
현대,캐스퍼 1.0 가솔린 15인치타이어_밴형,휘발유,13.4,15.5
현대,캐스퍼 1.0T-GDI 4AT 15인치_밴형,휘발유,11.3,15.2
포드,Bronco 2.7,휘발유,7.5,9.4
벤츠,Mercedes-Maybach S680 4MATIC (4 Seater),휘발유,4.9,8
폴스타,Polestar 2 Long Range Single Motor,전기,5.1,4.5
폴스타,Polestar 2 Long Range Dual Motor,전기,4,3.6
기아,모하비 3.0 디젤 4WD 6인 20인치타이어(22),경유,8.1,10.9
기아,모하비 3.0 디젤 4WD 6인 18인치타이어(22),경유,8.2,11
토요타,토요타 RAV4 Hybrid AWD,휘발유,15.8,14.6
토요타,토요타 RAV4 Hybrid 2WD,휘발유,16.2,14.7
기아,모하비 3.0 디젤 4WD 5인 18인치타이어(22),경유,8.2,11
기아,모하비 3.0 디젤 4WD 7인 18인치타이어(22),경유,8,10.9
기아,모하비 3.0 디젤 4WD 5인 20인치타이어(22),경유,8.2,10.9
기아,모하비 3.0 디젤 4WD 7인 20인치타이어(22),경유,8.1,10.9
벤츠,Mercedes-Benz GLE300 d 4MATIC (5 Seater),경유,11.4,12.6
벤츠,Mercedes-Maybach S680 4MATIC,휘발유,4.9,8
폭스바겐,Tiguan Allspace,휘발유,9,11.9
현대,GV70 2.2디젤 AWD 21인치(22),경유,11,13.6
현대,GV70 2.2디젤 AWD 19인치(22),경유,11.1,14
현대,GV70 2.2디젤 2WD 21인치(22),경유,11.6,14.2
현대,GV70 2.2디젤 2WD 19인치(22),경유,12,15
현대,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(22),경유,11,13.6
현대,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(22),경유,11.1,14
현대,GV70 2.2디젤 AWD 18인치(빌트인캠)(22),경유,11.5,14.9
현대,GV70 2.2디젤 AWD 18인치(22),경유,11.6,15.1
현대,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(22),경유,11.6,14.2
현대,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(22),경유,12,15
현대,GV70 2.2디젤 2WD 18인치 (빌트인캠)(22),경유,12.2,15.5
현대,GV70 2.2디젤 2WD 18인치(22),경유,12.4,15.5
BMW,BMW X6 M50i (2022),휘발유,6.6,8.7
BMW,BMW X5 M50i (2022),휘발유,6.5,8.6
현대,GV70 Electrified 19인치,전기,5,4.1
현대,GV70 Electrified 20인치,전기,4.7,3.9
현대,GV80 3.0디젤 AWD 5인 19인치(22),경유,9.5,12.8
현대,GV80 3.0디젤 AWD 6인 19인치(22),경유,9.5,12.8
현대,GV80 3.0디젤 AWD 7인 20인치(22),경유,9.4,12.2
현대,GV80 3.0디젤 AWD 6인 22인치(22),경유,9.2,12
현대,GV80 3.0디젤 AWD 6인 20인치(22),경유,9.4,12.2
현대,GV80 3.0디젤 2WD 6인(22),경유,9.9,12.9
현대,GV80 3.0디젤 AWD 7인 19인치(22),경유,9.5,12.8
현대,GV80 3.0디젤 AWD 7인 22인치(22),경유,9.2,12
현대,GV80 3.0디젤 AWD 5인 (20인치/22인치)(22),경유,9.4,12.2
현대,GV80 3.0디젤 2WD 7인(22),경유,9.9,12.9
현대,GV80 3.0디젤 2WD 5인 (20인치/22인치)(22),경유,10.2,13.6
현대,GV80 3.0디젤 2WD 5인 19인치(22),경유,10.4,13.7
벤츠,"Mercedes-Benz GLE350 e 4MATIC	",전기+휘발유,12.2,13
현대,투싼 2.0디젤 AWD 8AT 19인치(22),경유,11.4,13.8
현대,투싼 2.0디젤 2WD 8AT 19인치(22),경유,12.5,15.7
현대,G90 e-S/C 3.5T-GDI 2WD 5인 20인치,휘발유,7.8,11.2
현대,G90 e-S/C 3.5T-GDI 2WD 5인 20인치(빌트인캠),휘발유,7.8,11.2
현대,G90 e-S/C 3.5T-GDI 2WD 5인 21인치,휘발유,7.6,10.8
현대,G90 e-S/C 3.5T-GDI AWD 5인 20인치,휘발유,7.3,10.3
현대,G90 e-S/C 3.5T-GDI AWD 5인 21인치,휘발유,7.2,10.1
현대,G90 3.5T-GDI 2WD 5인 20인치,휘발유,7.7,10.8
현대,G90 3.5T-GDI AWD 5인 19인치,휘발유,7.4,10.3
현대,G90 3.5T-GDI AWD 5인 20인치,휘발유,7.2,10.1
현대,투싼 2.0디젤 AWD 8AT 19인치 (빌트인캠)(22),경유,11.4,13.8
현대,투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠) (22),경유,11.6,14.5
현대,투싼 2.0디젤 AWD 8AT 17/18인치(22),경유,11.7,14.6
현대,투싼 2.0디젤 2WD 8AT 19인치(빌트인캠)(22),경유,12.5,15.7
현대,투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(22),경유,12.6,16.3
현대,투싼 2.0디젤 2WD 8AT 18인치(22),경유,12.8,16.3
현대,투싼 2.0디젤 2WD 8AT 17인치(22),경유,13,16.8
GM,CHEVROLET COLORADO AWD,휘발유,7,9.3
기아,스포티지 2.0디젤 4WD 8AT 17인치(22),경유,11.7,14.6
현대,G90 e-S/C 3.5T-GDI 2WD 4인 20인치,휘발유,7.8,11.2
현대,G90 e-S/C 3.5T-GDI 2WD 4인 20인치(빌트인캠),휘발유,7.8,11.2
현대,G90 e-S/C 3.5T-GDI 2WD 4인 21인치,휘발유,7.6,10.8
현대,G90 e-S/C 3.5T-GDI AWD 4인 20인치,휘발유,7.3,10.3
현대,G90 e-S/C 3.5T-GDI AWD 4인 21인치,휘발유,7.2,10.1
현대,G90 3.5T-GDI 2WD 5인 19인치,휘발유,8,11.5
현대,G90 3.5T-GDI 2WD 5인 19인치(빌트인캠),휘발유,8,11.5
현대,G90 3.5T-GDI 2WD 4인 19인치,휘발유,7.8,11.1
현대,G90 3.5T-GDI 2WD 4인 20인치,휘발유,7.7,10.8
현대,G90 3.5T-GDI AWD 4인 19인치,휘발유,7.4,10.3
현대,G90 3.5T-GDI AWD 4인 20인치,휘발유,7.2,10.1
벤츠,Mercedes-Benz EQC400 4MATIC,전기,3.2,3
BMW,BMW 320e,전기+휘발유,14.7,17.4
아우디,A3 40 TFSI,휘발유,11.4,15.5
기아,스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠),경유,11.3,13.9
기아,스포티지 2.0디젤 4WD 8AT 19인치(22),경유,11.5,13.9
기아,스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)(22),경유,11.6,14.5
기아,스포티지 2.0디젤 4WD 8AT 18인치(22),경유,11.7,14.6
기아,스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)(22),경유,12.3,16
기아,스포티지 2.0디젤 2WD 8AT 19인치(22),경유,12.5,16.2
기아,스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)(22),경유,12.3,16.1
기아,스포티지 2.0디젤 2WD 8AT 18인치(22),경유,12.3,16.3
기아,스포티지 2.0디젤 2WD 8AT 17인치(22),경유,12.9,17
기아,니로(SG2) 1.6GDI 하이브리드 18인치,휘발유,20,18.1
기아,니로(SG2) 1.6GDI 하이브리드 18인치 빌트인캠,휘발유,19.8,17.7
기아,니로(SG2) 1.6GDI 하이브리드 16인치,휘발유,21.9,19.6
기아,니로(SG2) 1.6GDI 하이브리드 16인치 빌트인캠,휘발유,21.4,19.5
르노코리아자동차(주),"QM6 2.0 LPLi SULEV30 (19"" Tire)",LPG,7.7,10
르노코리아자동차(주),"QM6 2.0 LPLi SULEV30 (18"" Tire)",LPG,8.1,10.1
크라이슬러,짚 글래디에이터,휘발유,6.1,7.2
크라이슬러,짚 컴패스 2.4 FWD,휘발유,8.4,12.1
현대,"싼타페 1.6T-GDI HEV AWD 5인 19""타이어(22MY)",휘발유,13.8,12.3
현대,"싼타페 1.6T-GDI HEV AWD 6인 19""타이어(22MY)",휘발유,13.8,12.3
현대,"싼타페 1.6T-GDI HEV AWD 7인 19""타이어(22MY)",휘발유,13.8,12.3
현대,"싼타페 1.6T-GDI HEV AWD 5인 17""타이어(22MY)",휘발유,14,12.6
현대,"싼타페 1.6T-GDI HEV AWD 6인 17""타이어(22MY)",휘발유,14,12.6
현대,"싼타페 1.6T-GDI HEV AWD 7인 17""타이어(22MY)",휘발유,14,12.6
현대,"싼타페 1.6T-GDI HEV 2WD 5인 19""타이어(22MY)",휘발유,15.2,13.3
현대,"싼타페 1.6T-GDI HEV 2WD 6인 19""타이어(22MY)",휘발유,15.2,13.3
현대,"싼타페 1.6T-GDI HEV 2WD 7인 19""타이어(22MY)",휘발유,15.2,13.3
현대,"싼타페 1.6T-GDI HEV 2WD 5인 17""타이어(22MY)",휘발유,16.4,14
현대,"싼타페 1.6T-GDI HEV 2WD 5인 17""(빌트인캠)(22MY)",휘발유,16.1,13.8
현대,"싼타페 1.6T-GD HEV 2WD 6인 17""(빌트인캠)(22MY)",휘발유,16.1,13.8
현대,"싼타페 1.6T-GDI HEV 2WD 6인 17""타이어(22MY)",휘발유,16.4,14
현대,"싼타페 1.6T-GDI HEV 2WD 7인 17""타이어(22MY)",휘발유,16.4,14
현대,"싼타페 1.6T-GDI HEV 2WD 7인 17""(빌트인캠)(22MY)",휘발유,16.1,13.8
현대,싼타페(개조) 2.5T-GDI AWD 6인 20인치(22MY),휘발유,8.6,10.9
현대,싼타페(개조) 2.5T-GDI AWD 6인 18인치(22MY),휘발유,8.9,11.4
현대,싼타페(개조) 2.5T-GDI 2WD 6인 20인치(22MY),휘발유,9.2,11.5
현대,싼타페(개조)2.5T-GDI 2WD 6인 18인치(빌트인캠)_22MY,휘발유,9.3,12.2
현대,싼타페(개조) 2.5T-GDI 2WD 6인 18인치(22MY),휘발유,9.4,12.2
케이지모빌리티,렉스턴스포츠칸 2.2디젤 4WD 6MT SCR Step2(17인치XL),경유,10.1,11.6
케이지모빌리티,렉스턴스포츠칸 2.2 디젤 4WD 6MT SCR Step2(17인치),경유,10.3,12.1
기아,봉고 1톤 초장축 표준캡 AT(22),경유,8.4,9.3
케이지모빌리티,렉스턴스포츠칸 2.2 디젤 2WD 6AT SCR Step2(20인치),경유,9.4,11.6
기아,봉고 1톤 초장축 표준캡 MT(22),경유,9.3,9.8
케이지모빌리티,렉스턴스포츠칸 2.2 디젤 2WD 6AT SCR Step2(17인치),경유,9.6,11.8
케이지모빌리티,렉스턴스포츠칸 2.2디젤 4WD 6AT SCR Step2(17인치XL),경유,9.6,11
기아,봉고 1톤 4X4장축 표준캡(22),경유,8.4,9.8
케이지모빌리티,렉스턴스포츠칸 2.2 디젤 4WD 6AT SCR Step2(17인치),경유,9.8,11.4
케이지모빌리티,렉스턴스포츠 2.2 디젤 2WD 6MT SCR Step2(20인치),경유,10.5,12.3
케이지모빌리티,렉스턴스포츠 2.2 디젤 2WD 6MT SCR Step2(17인치),경유,10.7,12.8
케이지모빌리티,렉스턴스포츠 2.2 디젤 4WD 6MT SCR Step2(20인치),경유,10.1,11.9
케이지모빌리티,렉스턴스포츠 2.2 디젤 4WD 6MT SCR Step2(17인치),경유,10.2,12.4
케이지모빌리티,렉스턴스포츠 2.2 디젤 2WD 6AT SCR Step2(20인치),경유,9.4,11.8
케이지모빌리티,렉스턴스포츠 2.2 디젤 2WD 6AT SCR Step2(17인치),경유,9.6,12.1
케이지모빌리티,렉스턴스포츠 2.2 디젤 4WD 6AT SCR Step2(20인치),경유,9.7,11.3
케이지모빌리티,렉스턴스포츠 2.2 디젤 4WD 6AT SCR Step2(17인치),경유,9.8,11.6
현대,포터 2.5디젤 초장축 표준캡 MT(22),경유,9.2,10
현대,포터 2.5디젤 초장축 표준캡 AT(22),경유,8.5,9.3
현대,포터 2.5디젤 4X4장축 표준캡(22),경유,8.6,9.6
기아,카니발 2.2디젤 하이리무진 7인(19인치)(22),경유,10.5,12.9
기아,카니발 2.2디젤 하이리무진 9인(18인치/19인치)(22),경유,10.9,13.6
현대,싼타페 2.2디젤 AWD 5인 20인치(22),경유,11.7,14.4
현대,싼타페 2.2디젤 AWD 6인 20인치(22),경유,11.7,14.4
현대,싼타페 2.2디젤 AWD 5인 18인치(빌트인캠)(22),경유,11.8,15.2
현대,싼타페 2.2디젤 AWD 6인 18인치(22),경유,11.8,15.2
현대,싼타페 2.2디젤 2WD 5인 20인치(22),경유,12.5,15.3
현대,싼타페 2.2디젤 2WD 6인 20인치(22),경유,12.5,15.3
현대,싼타페 2.2디젤 2WD 5인 18인치(빌트인캠)(22),경유,12.7,15.8
현대,싼타페 2.2디젤 2WD 6인 18인치(빌트인캠)(22),경유,12.7,15.8
MINI,MINI Cooper SE,전기,4.8,4.2
현대,싼타페 2.2디젤 2WD 5인 18인치(22),경유,12.8,16
현대,싼타페 2.2디젤 2WD 6인 18인치(22),경유,12.8,16
기아,봉고 1톤 초장축 슈퍼캡 AT(22),경유,8.4,9.3
기아,봉고 1톤 초장축 더블캡 AT(22),경유,8.3,9.3
기아,봉고 1톤 초장축 슈퍼캡 MT(22),경유,9.3,9.8
기아,봉고 1톤 초장축 더블캡 MT(22),경유,9.2,9.5
기아,봉고 1톤 4X4장축 슈퍼캡(22),경유,8.4,9.8
현대,싼타페 2.2디젤 AWD 7인 20인치(22),경유,11.7,14.4
현대,싼타페 2.2디젤 AWD 7인 18인치(22),경유,11.8,15.2
현대,싼타페 2.2디젤 AWD 5인 18인치(22),경유,12.3,15.4
BMW,BMW i4 eDrive40,전기,4.6,4.5
현대,싼타페 2.2디젤 2WD 7인 20인치(22),경유,12.5,15.3
현대,싼타페 2.2디젤 2WD 7인 18인치(빌트인캠)(22),경유,12.7,15.8
현대,싼타페 2.2디젤 2WD 7인 18인치(22),경유,12.8,16
기아,봉고 1톤 4X4장축 더블캡(22),경유,8,9.5
기아,카니발 2.2디젤 11인 18인치(빌트인캠)(22),경유,11.1,14
기아,카니발 2.2디젤 11인 18인치(22),경유,11.2,14.2
기아,카니발 2.2디젤 9인 18인치/19인치(빌트인캠)(22),경유,11.5,15
기아,카니발 2.2디젤 9인 18인치/19인치(22),경유,11.7,15
기아,카니발 2.2디젤 7인 19인치(빌트인캠)(22),경유,11.2,14.2
기아,카니발 2.2디젤 7인 19인치(22),경유,11.3,14.3
현대,포터 2.5디젤 초장축 슈퍼캡 MT(22),경유,9.2,10
현대,포터 2.5디젤 초장축 더블캡 MT(22),경유,8.9,9.9
현대,포터 2.5디젤 초장축 슈퍼캡 AT(22),경유,8.5,9.3
현대,포터 2.5디젤 초장축 더블캡 AT(22),경유,8.2,9.4
현대,포터 2.5디젤 4X4장축 슈퍼캡(22),경유,8.6,9.6
현대,포터 2.5디젤 4X4장축 더블캡(22),경유,8.2,9.1
벤츠,Mercedes-Benz GLE350 e 4MATIC Coupe,전기+휘발유,11.9,12.8
Liaoning Lingyuan Linghe,비바,전기,5.3,4.3
벤츠,Mercedes-Benz G400 d,경유,8,8.4
BMW,BMW i4 M50,전기,4.1,4.1
마세라티,마세라티 콰트로포르테 모데나 Q4,휘발유,5.7,8
마세라티,마세라티 콰트로포르테 GT,휘발유,6.4,9.1
마세라티,마세라티 기블리 모데나 S Q4,휘발유,5.8,8.2
마세라티,마세라티 기블리 모데나,휘발유,6.1,8.8
마세라티,마세라티 르반떼 모데나 S,휘발유,6.1,8.3
마세라티,마세라티 르반떼 모데나,휘발유,6.1,8.3
벤츠,"Mercedes-Benz E300 e 4MATIC	",전기+휘발유,13.6,15.5
포르쉐,마칸 GTS,휘발유,6.9,8.8
포르쉐,마칸 S,휘발유,7,9
GM,캐딜락 CT5-V Blackwing,휘발유,5.1,8.1
아우디,S3 TFSI,휘발유,9.2,12.5
마세라티,마세라티 기블리 GT,휘발유,8,10.3
현대,포터 일렉트릭 22MY,전기,3.6,2.7
기아,쏘렌토 2.2디젤 4WD 5인 20인치타이어(22),경유,11.5,14.7
기아,쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠)(22),경유,11.8,15.3
기아,쏘렌토 2.2디젤 4WD 6인 18인치타이어(22),경유,11.8,15.3
기아,쏘렌토 2.2디젤 4WD 6인 20인치타이어(22),경유,11.5,14.7
기아,쏘렌토 2.2디젤 2WD 5인 20인치타이어(22),경유,12.3,15.8
기아,쏘렌토 2.2디젤 2WD 6인 20인치타이어(22),경유,12.3,15.8
기아,쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)(22),경유,12.6,16.2
기아,쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠)(22),경유,12.6,16.2
기아,쏘렌토 2.2디젤 2WD 5인 18인치 타이어(22),경유,12.7,16.4
기아,쏘렌토 2.2디젤 2WD 6인 18인치 타이어(22),경유,12.7,16.4
현대,스타리아 어린이통학차 2.2디젤 4WD 11인 (17인치),경유,8.7,10.3
기아,쏘렌토 2.2디젤 2WD 7인 20인치타이어(22),경유,12.3,15.8
기아,쏘렌토 2.2디젤 4WD 7인 20인치타이어(22),경유,11.5,14.7
기아,쏘렌토 2.2디젤 4WD 5인 18인치타이어(22),경유,12.3,15.6
기아,쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠)(22),경유,12.6,16.2
기아,쏘렌토 2.2디젤 4WD 7인 18인치타이어(22),경유,11.8,15.3
기아,쏘렌토 2.2디젤 2WD 7인 18인치 타이어(22),경유,12.7,16.4
벤츠,Mercedes-Benz GLS400 d 4MATIC (MY22),경유,9,11
현대,스타리아 어린이통학차 2.2디젤 4WD 11인 (18인치),경유,8.7,10.3
아우디,Q2 35 TDI,경유,15.5,18.5
현대,GV60 4WD 무선충전,전기,4.4,3.8
현대,GV60 성능형 4WD 무선충전,전기,4.2,3.7
벤츠,Mercedes-Benz GLE300 d 4MATIC,경유,11.4,12.6
BMW,BMW iX3 M Sport,전기,4.2,3.9
케이지모빌리티,티볼리 가솔린 1.6 AT 2WD 기준4 16인치 타이어,휘발유,10.4,13.3
케이지모빌리티,티볼리 가솔린 1.6 AT 2WD 기준4 18인치 타이어,휘발유,10.3,13
벤츠,"Mercedes-Benz C200 4MATIC	",휘발유,9.9,13.7
아우디,e-tron S Sportback,전기,2.6,2.8
아우디,e-tron S,전기,2.7,2.8
현대,스타리아 라운지 리무진 2.2디젤 2WD 7인,경유,8.9,11.7
현대,스타리아 라운지 리무진 2.2디젤 4WD 7인,경유,8.4,10.9
현대,스타리아 어린이통학차 2.2디젤 2WD 11인,경유,9.2,11.4
현대,스타리아 어린이통학차 3.5LPI 11인,LPG,5.7,7.2
마세라티,마세라티 르반떼 GT,휘발유,7.5,8.6
현대,스타리아 어린이통학차 3.5LPI 15인,LPG,5.7,7.2
현대,스타리아 어린이통학차 2.2디젤 2WD 14인,경유,9.2,11.4
현대,스타리아 라운지 리무진 2.2디젤 2WD 9인,경유,8.9,11.7
현대,스타리아 라운지 리무진 2.2디젤 4WD 9인,경유,8.4,10.9
벤츠,"Mercedes-Benz C300	",휘발유,10.4,14
토요타,렉서스 ES300h,휘발유,17.3,16.3
포르쉐,카이엔 터보,휘발유,5.7,7.8
포르쉐,카이엔 터보 COUPE,휘발유,5.7,7.8
벤츠,"Mercedes-AMG GT43 4MATIC + 	",휘발유,7.5,9.1
벤츠,Mercedes-Benz EQA250,전기,4.3,3.8
벤츠,Mercedes-Benz GLC300 e 4MATIC Coupe,전기+휘발유,12.9,13.7
벤츠,Mercedes-Benz GLB250 4MATIC(5seater),휘발유,8.8,11.9
아우디,Q3 35 TDI,경유,13.4,16.9
포르쉐,카이엔 터보 COUPE (5인승),휘발유,5.7,7.8
포르쉐,카이엔 터보 GT,휘발유,5.7,7.8
포르쉐,카이엔,휘발유,6.6,8.2
포르쉐,카이엔 COUPE,휘발유,6.6,8.2
포르쉐,카이엔 COUPE (5인승),휘발유,6.6,8.2
페라리,페라리 812 Competizione,휘발유,5,6.5
벤츠,Mercedes-Benz GLB250 4MATIC,휘발유,8.8,11.9
벤츠,"Mercedes-Benz GLC300 e 4MATIC	",전기+휘발유,12.6,13
아우디,Q3 Sportback 35 TDI,경유,13.4,16.9
토요타,렉서스 UX300e,전기,5,4.3
벤츠,Mercedes-Benz EQS450 +,전기,3.8,3.7
벤츠,Mercedes-Benz GLC300 4MATIC Coupe,휘발유,8.4,10.5
벤츠,Mercedes-Benz GLC300 4MATIC,휘발유,7.7,9.7
벤츠,Mercedes-AMG GLB35 4MATIC,휘발유,8.1,10.4
BMW,BMW iX xDrive50,전기,3.5,3.6
PSA Automobiles,Peugeot 3008 1.2 Puretech,휘발유,11.1,13.8
GM,CHEVROLET EQUINOX AWD,휘발유,9.8,11.9
GM,CHEVROLET EQUINOX FWD,휘발유,10.6,12.8
BMW,BMW 420i Gran Coupe,휘발유,9.8,13.5
BMW,BMW X4 M Competition,휘발유,6.8,9.3
BMW,BMW X3 M Competition,휘발유,6.9,8.9
벤츠,"Mercedes-Benz E300 d 4MATIC Coupe	",경유,12.3,15
재규어,재규어 F-PACE P250,휘발유,8,9.5
마세라티,마세라티 MC20,휘발유,5.9,9.1
(주) 한신자동차,플러스2.0(카고),전기,2.7,2.3
BMW,BMW iX xDrive40,전기,3.9,3.9
케이지모빌리티,코란도 e-motion 2WD Non Heat Pump,전기,5.5,4.4
벤츠,"Mercedes-Benz CLS300 d 4MATIC	",경유,12.6,15.9
벤츠,Mercedes-Maybach S580 4MATIC (4Seater),휘발유,6.3,9.1
롤스로이스,Rolls Royce Ghost Black Badge,휘발유,4.6,7.4
기아,스포티지 1.6T-GDI 하이브리드 4WD 6AT (빌트인캠),휘발유,14.6,14.9
기아,스포티지 1.6T-GDI 하이브리드 4WD 6AT,휘발유,15.4,14.9
현대,GV80(22MY) 3.0디젤 AWD 5인 19인치타이어,경유,9.8,12.6
현대,GV80(22MY) 3.0디젤 AWD 6인 19인치타이어,경유,9.8,12.6
현대,GV80(22MY) 3.0디젤 AWD 7인 19인치타이어,경유,9.8,12.6
현대,GV80(22MY) 3.0디젤 AWD 6인 22인치 타이어,경유,9.4,11.7
현대,GV80(22MY) 3.0디젤 AWD 7인 22인치 타이어,경유,9.4,11.7
현대,GV80(22MY) 3.0디젤 AWD 6인 20인치타이어,경유,9.7,11.9
현대,GV80(22MY) 3.0디젤 AWD 7인 20인치타이어,경유,9.7,11.9
현대,GV80(22MY) 3.0디젤 AWD 5인 20인치타이어,경유,9.7,11.9
현대,GV80(22MY) 3.0디젤 AWD 5인 22인치타이어,경유,9.7,11.9
현대,GV80(22MY) 3.0디젤 2WD 5인 19인치 타이어,경유,10.5,13.7
현대,GV80(22MY) 3.0디젤 2WD 5인 20인치 타이어,경유,10.4,13.3
현대,GV80(22MY) 3.0디젤 2WD 5인 22인치 타이어,경유,10.4,13.3
현대,GV80(22MY) 3.0디젤 2WD 6인 19인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 3.0디젤 2WD 6인 20인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 3.0디젤 2WD 6인 22인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 3.0디젤 2WD 7인 19인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 3.0디젤 2WD 7인 20인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 3.0디젤 2WD 7인 22인치 타이어,경유,10.1,12.8
현대,GV80(22MY) 2.5T-GDI AWD 5인 20인치타이어,휘발유,7.8,9.8
현대,GV80(22MY) 2.5T-GDI AWD 5인 22인치타이어,휘발유,7.8,9.8
현대,GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어(빌트인캠),휘발유,7.9,10
현대,GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어(빌트인캠),휘발유,7.9,10
현대,GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어(빌트인캠),휘발유,7.9,10
현대,GV80(22MY) 2.5T-GDI AWD 5인 19인치타이어,휘발유,8,10.4
현대,GV80(22MY) 2.5T-GDI AWD 6인 19인치타이어,휘발유,8,10.4
현대,GV80(22MY) 2.5T-GDI AWD 7인 19인치타이어,휘발유,8,10.4
현대,GV80(22MY) 2.5T-GDI AWD 6인 20인치타이어,휘발유,7.6,9.8
현대,GV80(22MY) 2.5T-GDI AWD 6인 22인치타이어,휘발유,7.6,9.8
현대,GV80(22MY) 2.5T-GDI AWD 7인 20인치타이어,휘발유,7.6,9.8
현대,GV80(22MY) 2.5T-GDI AWD 7인 22인치타이어,휘발유,7.6,9.8
현대,GV80(22MY) 2.5T-GDI 2WD 5인승 19인치 타이어,휘발유,8.7,11.1
현대,GV80(22MY) 2.5T-GDI 2WD 5인 19인치타이어(빌트인캠),휘발유,8.5,10.9
현대,GV80(22MY) 2.5T-GDI 2WD 6인 19인치타이어,휘발유,8.4,10.7
